,Gender,Occupation Status,Age,Education,Marital_Status,Dependants,Salary,State_Code,Current Loan,Tenure,Previous Loans,Defaulted,Status
15727,1,1,22,0,0,1,203437,4,1,3,1,0,1
15728,1,2,37,1,1,3,132213,5,0,0,2,1,1
15729,0,1,20,0,0,1,203437,4,0,0,1,0,1
15730,0,2,25,0,0,0,132213,5,0,0,1,1,1
15731,1,2,27,1,1,4,132213,5,0,0,0,0,1
15732,0,2,46,0,1,4,94571,4,1,2,1,0,0
15733,1,2,37,1,0,0,94571,4,1,3,2,0,0
15734,0,2,34,1,1,0,132213,5,0,0,0,0,1
15735,0,1,40,1,0,1,385379,5,0,0,0,0,1
15736,0,2,43,0,0,1,132213,5,0,0,2,0,1
15737,1,2,34,0,1,1,132213,5,0,0,1,0,1
15738,0,2,36,0,0,1,94571,4,0,0,2,1,0
15739,1,2,41,0,1,4,132213,5,0,0,0,0,1
15740,0,2,39,1,1,1,94571,4,0,0,0,0,0
15741,0,2,39,0,1,5,132213,5,0,0,0,0,1
15742,1,2,29,1,1,0,94571,4,0,0,0,0,0
15743,0,2,25,0,0,1,132213,5,0,0,2,0,1
15744,0,2,27,1,0,0,132213,5,0,0,0,0,1
15745,1,2,22,0,0,0,94571,4,0,0,1,0,0
15746,0,2,43,0,1,4,132213,5,1,1,1,0,1
15747,0,1,49,1,1,4,385379,5,1,2,4,0,1
15748,1,1,48,0,1,2,203437,4,0,0,1,0,1
15749,0,2,31,1,0,1,38252,3,1,2,1,1,0
15750,0,1,45,0,1,4,385379,5,0,0,0,0,1
15751,0,2,44,1,0,0,132213,5,0,0,1,1,1
15752,0,0,43,1,0,0,19999,4,0,0,1,1,0
15753,1,2,47,0,1,2,10454,2,0,0,0,0,0
15754,1,1,22,1,1,0,99468,2,0,0,0,0,0
15755,0,2,37,1,1,3,94571,4,0,0,0,0,0
15756,0,2,20,0,0,0,132213,5,0,0,0,0,1
15757,0,1,27,1,1,5,385379,5,1,4,1,0,1
15758,0,2,30,1,0,1,132213,5,1,2,1,0,1
15759,0,1,20,0,1,1,385379,5,1,1,1,0,1
15760,0,1,24,0,1,0,24261,3,0,0,0,0,0
15761,1,2,23,1,0,1,132213,5,1,4,3,1,1
15762,0,1,48,1,1,2,385379,5,1,3,1,0,1
15763,0,2,23,1,0,1,10454,2,1,3,1,0,0
15764,1,2,38,1,1,4,132213,5,1,1,1,1,1
15765,1,2,40,1,1,0,132213,5,1,3,4,0,1
15766,1,1,23,0,0,1,24261,3,0,0,0,0,0
15767,0,1,45,1,0,0,385379,5,0,0,0,0,1
15768,0,1,22,1,1,1,385379,5,0,0,0,0,1
15769,0,2,47,1,1,0,132213,5,0,0,0,0,1
15770,1,2,27,0,1,4,132213,5,1,4,1,0,1
15771,0,2,47,1,0,0,132213,5,0,0,0,0,1
15772,0,1,40,0,0,1,385379,5,1,1,2,1,1
15773,0,2,45,1,1,4,10454,2,1,2,3,0,0
15774,1,0,28,1,1,1,12730,5,0,0,0,0,0
15775,0,2,34,1,1,0,94571,4,1,2,1,0,0
15776,1,0,28,1,1,4,5455,2,1,3,1,0,0
15777,0,2,47,1,1,1,38252,3,0,0,1,0,0
15778,1,2,28,0,0,0,132213,5,1,4,1,0,1
15779,1,0,47,1,1,0,5455,2,0,0,0,0,0
15780,1,2,37,1,1,2,94571,4,0,0,0,0,0
15781,0,2,28,0,1,1,10454,2,1,3,3,0,0
15782,0,2,24,1,0,1,94571,4,0,0,1,1,0
15783,0,1,48,0,1,3,385379,5,1,2,3,0,1
15784,1,1,35,1,1,0,385379,5,0,0,0,0,1
15785,0,2,23,1,1,3,132213,5,0,0,0,0,1
15786,0,2,44,1,1,4,132213,5,0,0,1,1,1
15787,0,2,24,0,0,0,132213,5,0,0,0,0,1
15788,0,2,49,0,1,3,132213,5,0,0,0,0,1
15789,1,1,45,0,1,0,385379,5,1,4,2,1,1
15790,1,2,42,1,1,5,10454,2,0,0,1,0,0
15791,1,2,45,0,1,5,132213,5,0,0,1,1,1
15792,1,1,49,1,1,4,24261,3,0,0,1,1,0
15793,0,1,33,1,1,2,385379,5,0,0,0,0,1
15794,1,2,43,1,1,3,94571,4,0,0,0,0,0
15795,1,2,45,0,1,1,38252,3,1,4,1,1,0
15796,0,0,37,1,1,4,12730,5,1,2,2,0,0
15797,1,1,36,1,1,2,24261,3,1,4,3,0,0
15798,0,2,47,1,1,4,94571,4,0,0,0,0,0
15799,0,1,22,0,1,2,385379,5,1,1,3,1,1
15800,0,2,26,1,1,1,94571,4,0,0,0,0,0
15801,1,1,45,0,1,1,24261,3,0,0,0,0,0
15802,1,2,34,0,1,1,38252,3,0,0,0,0,0
15803,1,1,42,1,1,5,99468,2,1,3,2,1,0
15804,1,2,37,1,1,4,132213,5,1,2,2,0,1
15805,0,2,38,1,1,4,10454,2,1,3,2,1,0
15806,0,2,21,0,1,1,132213,5,1,3,2,0,1
15807,0,1,28,1,1,2,203437,4,1,1,1,0,1
15808,1,1,20,0,1,0,24261,3,0,0,0,0,0
15809,1,1,22,1,0,1,203437,4,0,0,1,1,1
15810,0,2,24,1,0,1,38252,3,0,0,0,0,0
15811,1,2,29,1,1,4,10454,2,0,0,0,0,0
15812,0,1,32,1,1,0,385379,5,1,3,1,0,1
15813,1,2,34,1,1,4,132213,5,1,3,4,1,1
15814,0,2,45,1,0,0,38252,3,0,0,1,0,0
15815,1,2,39,1,1,1,132213,5,0,0,1,0,1
15816,1,1,37,1,0,1,385379,5,1,1,1,1,1
15817,0,2,20,0,0,1,132213,5,0,0,0,0,1
15818,0,1,43,0,1,0,385379,5,0,0,0,0,1
15819,1,2,49,1,1,4,38252,3,0,0,1,0,0
15820,0,2,35,1,0,0,94571,4,1,2,3,0,0
15821,0,1,27,1,0,1,385379,5,0,0,0,0,1
15822,0,2,35,1,1,2,10454,2,0,0,1,1,0
15823,1,1,33,0,1,4,385379,5,0,0,0,0,1
15824,1,0,48,1,1,2,12730,5,0,0,1,1,0
15825,0,2,25,0,0,1,132213,5,1,3,2,0,1
15826,1,2,40,0,1,0,94571,4,0,0,0,0,0
15827,0,1,41,0,1,4,203437,4,0,0,0,0,1
15828,1,1,49,0,1,1,24261,3,1,2,3,1,0
15829,1,1,37,1,1,1,385379,5,1,3,2,0,1
15830,0,2,48,1,1,2,10454,2,0,0,0,0,0
15831,0,1,21,0,0,1,99468,2,1,2,1,0,0
15832,0,1,47,1,1,2,24261,3,0,0,2,1,0
15833,0,1,45,1,1,0,203437,4,0,0,1,0,1
15834,0,0,19,0,0,0,19999,4,0,0,0,0,0
15835,0,0,22,0,0,0,12730,5,0,0,2,1,0
15836,0,1,46,0,1,2,99468,2,0,0,0,0,0
15837,0,2,36,1,1,5,94571,4,0,0,1,0,0
15838,0,1,44,1,0,0,99468,2,0,0,0,0,0
15839,0,2,26,0,0,0,132213,5,0,0,0,0,1
15840,0,1,37,1,0,0,385379,5,0,0,0,0,1
15841,1,0,41,0,1,1,12730,5,0,0,0,0,0
15842,1,1,41,1,1,2,385379,5,0,0,1,1,1
15843,1,1,46,1,1,0,203437,4,0,0,0,0,1
15844,1,2,43,1,1,5,94571,4,1,1,1,1,0
15845,1,2,24,0,0,0,10454,2,1,2,2,0,0
15846,0,2,19,0,1,4,94571,4,0,0,1,1,0
15847,0,1,26,1,1,3,385379,5,0,0,0,0,1
15848,1,2,19,0,1,0,132213,5,0,0,1,0,1
15849,0,2,37,0,1,2,38252,3,0,0,0,0,0
15850,0,2,29,0,0,0,10454,2,0,0,0,0,0
15851,1,2,39,1,1,5,132213,5,1,3,2,1,1
15852,1,2,42,1,1,3,132213,5,0,0,1,0,1
15853,0,1,43,0,1,0,385379,5,0,0,0,0,1
15854,0,2,33,0,0,0,10454,2,0,0,0,0,0
15855,1,1,41,0,1,3,24261,3,0,0,0,0,0
15856,0,2,43,0,0,1,94571,4,1,1,1,0,0
15857,1,1,29,1,1,3,99468,2,0,0,1,1,0
15858,0,1,37,0,1,2,99468,2,0,0,2,1,0
15859,0,0,47,1,1,1,12730,5,1,3,1,1,0
15860,0,1,39,0,1,4,203437,4,0,0,2,0,1
15861,1,2,28,0,1,0,132213,5,0,0,0,0,1
15862,0,2,42,1,1,2,94571,4,0,0,0,0,0
15863,0,2,30,1,1,3,10454,2,0,0,0,0,0
15864,0,1,19,0,0,0,385379,5,0,0,1,1,1
15865,0,1,42,1,1,2,203437,4,0,0,0,0,1
15866,0,2,25,0,1,4,94571,4,0,0,0,0,0
15867,0,2,35,0,1,0,10454,2,0,0,0,0,0
15868,0,1,47,1,1,0,203437,4,0,0,0,0,1
15869,0,1,47,1,1,0,24261,3,0,0,0,0,0
15870,0,2,44,0,1,5,132213,5,0,0,0,0,1
15871,1,2,46,0,1,0,132213,5,0,0,1,0,1
15872,1,2,28,0,0,0,38252,3,1,4,3,0,0
15873,1,1,49,1,1,0,203437,4,0,0,0,0,1
15874,1,2,46,0,1,2,132213,5,0,0,0,0,1
15875,0,1,24,0,0,1,99468,2,0,0,0,0,0
15876,0,2,35,1,0,1,94571,4,0,0,0,0,0
15877,0,0,36,0,1,2,6959,3,1,2,1,1,0
15878,0,1,23,0,0,0,385379,5,0,0,1,1,1
15879,0,1,36,1,0,1,24261,3,0,0,1,1,0
15880,0,1,48,0,1,5,99468,2,0,0,0,0,0
15881,0,2,44,1,0,0,10454,2,1,4,2,1,0
15882,1,1,35,0,1,3,385379,5,0,0,1,0,1
15883,0,2,40,0,1,0,38252,3,1,2,2,0,0
15884,1,2,34,1,1,1,132213,5,0,0,0,0,1
15885,0,1,26,1,1,0,24261,3,0,0,2,0,0
15886,1,1,42,1,1,4,99468,2,0,0,0,0,0
15887,0,2,31,1,1,4,10454,2,0,0,0,0,0
15888,0,2,47,1,0,0,94571,4,0,0,1,1,0
15889,1,1,42,0,0,1,385379,5,0,0,1,1,1
15890,1,1,34,1,1,3,385379,5,0,0,0,0,1
15891,1,1,29,1,1,5,385379,5,0,0,2,0,1
15892,0,1,24,1,0,1,385379,5,0,0,1,0,1
15893,0,2,45,0,0,1,132213,5,0,0,1,1,1
15894,1,2,21,0,1,5,94571,4,1,3,4,1,0
15895,0,1,19,0,0,0,203437,4,0,0,0,0,1
15896,0,2,36,1,1,4,132213,5,1,2,1,0,1
15897,1,2,23,1,1,3,10454,2,0,0,0,0,0
15898,1,2,31,1,1,5,94571,4,0,0,0,0,0
15899,0,1,28,1,1,0,385379,5,0,0,0,0,1
15900,1,1,23,1,1,4,203437,4,0,0,0,0,1
15901,1,1,44,0,1,2,99468,2,1,4,1,0,0
15902,0,1,32,0,1,2,385379,5,0,0,0,0,1
15903,1,1,35,0,1,0,24261,3,0,0,1,1,0
15904,1,1,19,0,1,5,385379,5,1,4,1,0,1
15905,1,2,49,1,1,3,132213,5,1,1,2,0,1
15906,1,1,43,0,1,5,24261,3,1,1,3,0,0
15907,0,2,20,0,0,1,94571,4,1,4,3,0,0
15908,0,1,25,0,0,0,385379,5,1,4,4,0,1
15909,0,1,28,0,1,3,24261,3,0,0,0,0,0
15910,1,2,38,0,1,3,94571,4,1,1,1,1,0
15911,0,1,25,1,0,0,203437,4,0,0,1,0,1
15912,1,0,42,0,0,1,12730,5,0,0,1,0,0
15913,0,1,34,1,1,5,203437,4,0,0,1,1,1
15914,0,2,23,0,0,0,94571,4,0,0,0,0,0
15915,0,2,47,0,1,2,94571,4,0,0,1,0,0
15916,1,1,46,1,1,1,385379,5,0,0,0,0,1
15917,1,2,30,0,1,2,10454,2,0,0,1,0,0
15918,0,2,35,0,1,2,94571,4,0,0,1,1,0
15919,0,2,34,0,1,2,94571,4,0,0,0,0,0
15920,0,1,38,1,1,3,203437,4,0,0,0,0,1
15921,1,2,44,1,1,4,132213,5,0,0,0,0,1
15922,0,1,34,1,1,1,99468,2,1,4,2,0,0
15923,1,1,37,0,1,1,385379,5,0,0,2,1,1
15924,0,1,44,1,1,0,385379,5,1,2,3,1,1
15925,0,1,33,0,1,4,24261,3,0,0,0,0,0
15926,1,2,30,0,1,4,94571,4,0,0,0,0,0
15927,0,1,39,0,1,0,385379,5,0,0,2,0,1
15928,1,2,28,0,0,1,10454,2,1,3,2,0,0
15929,0,1,47,1,1,4,24261,3,1,3,1,0,0
15930,0,1,44,1,1,5,385379,5,1,2,1,0,1
15931,0,1,47,0,1,3,203437,4,0,0,0,0,1
15932,0,2,40,0,1,5,38252,3,0,0,1,0,0
15933,1,0,20,0,0,1,5455,2,0,0,1,1,0
15934,1,2,25,0,1,2,132213,5,1,2,4,0,1
15935,1,2,31,1,1,0,38252,3,0,0,1,0,0
15936,0,2,21,0,0,1,38252,3,0,0,1,0,0
15937,0,1,33,0,1,1,203437,4,1,3,4,0,1
15938,0,2,19,0,0,1,132213,5,1,2,2,1,1
15939,0,2,44,0,0,0,132213,5,0,0,1,0,1
15940,0,2,21,0,0,0,94571,4,0,0,0,0,0
15941,0,1,43,1,1,5,203437,4,0,0,0,0,1
15942,0,0,28,1,1,4,5455,2,0,0,1,0,0
15943,1,1,45,0,1,1,385379,5,0,0,0,0,1
15944,0,2,45,0,1,0,38252,3,0,0,1,0,0
15945,0,2,33,1,0,1,132213,5,0,0,2,1,1
15946,0,2,40,0,1,0,132213,5,0,0,1,1,1
15947,0,1,45,0,1,5,385379,5,0,0,0,0,1
15948,0,2,24,1,0,1,94571,4,0,0,1,0,0
15949,0,1,38,1,1,4,99468,2,0,0,0,0,0
15950,0,2,33,1,1,2,38252,3,0,0,0,0,0
15951,0,2,42,1,0,1,94571,4,0,0,1,0,0
15952,1,2,39,0,0,0,132213,5,0,0,1,0,1
15953,0,1,25,0,0,1,385379,5,0,0,2,0,1
15954,1,1,43,1,1,4,385379,5,0,0,0,0,1
15955,0,0,47,1,0,1,19999,4,1,3,3,0,0
15956,0,2,47,0,0,0,132213,5,0,0,1,1,1
15957,0,1,48,1,0,0,385379,5,0,0,0,0,1
15958,1,2,39,1,0,1,132213,5,0,0,0,0,1
15959,1,0,45,0,0,0,12730,5,0,0,0,0,0
15960,0,2,48,0,0,0,132213,5,0,0,0,0,1
15961,0,1,23,0,0,1,99468,2,1,3,1,1,0
15962,0,0,48,1,0,0,19999,4,0,0,0,0,0
15963,0,1,22,0,0,1,99468,2,1,4,1,1,0
15964,1,0,40,1,1,2,6959,3,0,0,0,0,0
15965,0,2,36,1,1,3,38252,3,0,0,0,0,0
15966,0,2,21,0,0,0,132213,5,0,0,0,0,1
15967,1,1,35,1,1,4,385379,5,0,0,1,1,1
15968,1,2,36,1,0,0,132213,5,0,0,0,0,1
15969,0,1,36,0,1,1,99468,2,0,0,0,0,0
15970,1,2,42,0,1,1,94571,4,0,0,0,0,0
15971,0,2,42,0,1,3,132213,5,0,0,1,0,1
15972,0,0,20,0,0,1,19999,4,1,1,3,0,0
15973,0,1,31,1,1,3,385379,5,0,0,1,1,1
15974,0,1,48,0,1,1,385379,5,0,0,1,0,1
15975,1,2,40,0,1,0,94571,4,0,0,0,0,0
15976,1,2,33,1,1,1,94571,4,0,0,1,1,0
15977,1,2,23,1,1,2,94571,4,1,2,2,0,0
15978,0,1,21,0,1,3,203437,4,0,0,1,1,1
15979,0,2,23,1,1,3,132213,5,0,0,0,0,1
15980,0,0,23,0,0,1,12730,5,1,1,2,0,0
15981,0,2,23,1,0,0,38252,3,0,0,0,0,0
15982,0,2,21,0,0,1,94571,4,0,0,1,0,0
15983,1,2,49,1,1,2,38252,3,0,0,0,0,0
15984,0,0,21,0,0,1,5455,2,0,0,1,0,0
15985,0,1,38,0,1,4,385379,5,0,0,0,0,1
15986,1,2,41,1,1,1,132213,5,0,0,0,0,1
15987,0,2,46,1,1,5,38252,3,1,3,1,0,0
15988,0,2,46,1,1,5,94571,4,1,4,2,0,0
15989,0,2,46,1,1,0,94571,4,0,0,1,0,0
15990,1,1,48,1,1,3,203437,4,0,0,0,0,1
15991,1,1,36,0,1,0,203437,4,0,0,1,1,1
15992,0,2,44,0,0,0,94571,4,1,3,1,0,0
15993,0,2,38,1,1,0,38252,3,0,0,0,0,0
15994,0,2,22,0,0,0,10454,2,0,0,1,0,0
15995,0,1,19,0,0,0,385379,5,0,0,0,0,1
15996,0,2,44,1,1,4,94571,4,0,0,0,0,0
15997,1,1,34,1,1,5,24261,3,1,3,3,1,0
15998,1,1,26,0,0,1,385379,5,0,0,1,0,1
15999,0,1,35,1,1,4,99468,2,1,2,1,1,0
16000,1,2,26,0,1,1,10454,2,1,2,1,0,0
16001,1,2,25,0,0,1,132213,5,0,0,0,0,1
16002,0,2,43,0,1,0,38252,3,0,0,1,1,0
16003,0,0,26,0,1,1,12730,5,0,0,0,0,0
16004,0,1,39,1,1,5,385379,5,1,1,2,1,1
16005,0,1,42,0,0,1,203437,4,1,2,1,0,1
16006,0,1,48,1,1,5,203437,4,0,0,0,0,1
16007,0,1,49,0,0,0,385379,5,0,0,2,0,1
16008,0,2,45,0,1,3,10454,2,0,0,1,0,0
16009,1,2,44,1,1,5,132213,5,0,0,1,0,1
16010,0,2,30,1,1,5,38252,3,0,0,0,0,0
16011,0,1,34,1,1,1,385379,5,0,0,0,0,1
16012,0,1,49,0,0,1,203437,4,1,1,2,0,1
16013,1,1,30,1,0,0,203437,4,0,0,0,0,1
16014,0,2,37,0,1,3,38252,3,0,0,0,0,0
16015,1,2,49,1,1,4,132213,5,0,0,1,1,1
16016,1,1,28,1,1,1,385379,5,1,1,3,0,1
16017,0,1,25,1,1,3,385379,5,0,0,2,0,1
16018,1,2,30,1,1,3,10454,2,0,0,0,0,0
16019,1,1,38,1,1,1,385379,5,0,0,1,1,1
16020,1,2,23,0,1,5,38252,3,0,0,0,0,0
16021,1,2,34,1,1,3,132213,5,0,0,0,0,1
16022,1,2,27,1,0,1,132213,5,0,0,2,0,1
16023,0,2,25,0,0,1,38252,3,0,0,0,0,0
16024,0,2,38,1,1,1,38252,3,0,0,1,1,0
16025,1,1,40,1,1,2,203437,4,0,0,0,0,1
16026,1,2,44,1,0,1,132213,5,0,0,0,0,1
16027,1,2,32,0,1,0,10454,2,0,0,0,0,0
16028,0,2,29,1,1,0,132213,5,0,0,0,0,1
16029,0,2,25,1,0,1,94571,4,0,0,0,0,0
16030,1,2,47,0,1,0,94571,4,0,0,0,0,0
16031,0,1,28,0,0,1,385379,5,0,0,0,0,1
16032,1,2,47,1,1,3,94571,4,0,0,1,0,0
16033,0,2,27,0,1,0,132213,5,1,3,1,0,1
16034,0,1,22,1,0,0,24261,3,1,1,2,1,0
16035,0,1,34,1,1,1,24261,3,0,0,0,0,0
16036,0,2,28,1,1,3,94571,4,1,2,1,0,0
16037,0,1,37,1,1,0,203437,4,1,3,1,1,1
16038,0,2,42,1,0,0,132213,5,0,0,0,0,1
16039,1,1,49,1,1,3,385379,5,1,2,4,0,1
16040,1,1,35,1,1,1,203437,4,0,0,1,0,1
16041,0,1,27,1,1,0,99468,2,1,2,2,0,0
16042,1,2,31,1,1,3,132213,5,1,1,1,0,1
16043,0,2,19,0,1,1,94571,4,1,3,2,0,0
16044,1,2,20,0,1,0,10454,2,0,0,0,0,0
16045,1,2,31,1,1,4,10454,2,0,0,1,0,0
16046,1,2,42,1,0,1,132213,5,1,1,1,0,1
16047,0,2,27,1,1,3,132213,5,0,0,2,1,1
16048,0,2,25,1,0,0,10454,2,0,0,0,0,0
16049,1,2,34,0,1,4,10454,2,0,0,1,0,0
16050,1,2,37,1,1,0,10454,2,0,0,1,0,0
16051,0,0,25,0,1,2,5455,2,0,0,0,0,0
16052,0,2,24,1,0,0,38252,3,1,2,1,0,0
16053,1,2,36,1,1,0,132213,5,0,0,0,0,1
16054,0,2,37,0,1,1,38252,3,0,0,2,0,0
16055,0,1,29,1,0,1,385379,5,0,0,0,0,1
16056,0,2,47,1,1,5,10454,2,0,0,1,0,0
16057,1,2,30,1,1,0,10454,2,1,3,1,0,0
16058,0,1,47,0,1,3,203437,4,1,1,1,1,1
16059,0,1,44,0,1,1,385379,5,0,0,0,0,1
16060,0,2,28,1,1,0,132213,5,0,0,0,0,1
16061,0,2,31,1,1,2,94571,4,0,0,0,0,0
16062,1,1,30,1,1,3,385379,5,0,0,0,0,1
16063,1,2,49,0,1,3,132213,5,0,0,1,0,1
16064,1,1,39,1,1,3,203437,4,1,2,1,1,1
16065,0,2,28,1,0,1,10454,2,0,0,0,0,0
16066,0,0,38,0,0,1,12730,5,1,2,1,0,0
16067,0,2,36,1,1,0,10454,2,0,0,1,0,0
16068,0,1,22,1,0,1,385379,5,0,0,1,1,1
16069,0,2,46,1,1,3,94571,4,1,4,2,1,0
16070,0,2,42,0,1,0,132213,5,1,2,1,0,1
16071,0,2,23,1,0,0,132213,5,1,3,1,1,1
16072,1,2,23,0,1,5,94571,4,1,1,1,1,0
16073,0,2,47,0,1,4,94571,4,0,0,1,0,0
16074,0,1,46,1,0,1,385379,5,0,0,1,0,1
16075,1,2,30,0,1,5,38252,3,1,4,2,0,0
16076,1,2,44,0,1,1,94571,4,0,0,1,1,0
16077,1,2,21,0,0,1,132213,5,1,3,2,1,1
16078,1,2,47,0,1,2,132213,5,0,0,2,1,1
16079,0,2,26,1,0,0,10454,2,0,0,2,0,0
16080,0,1,40,1,0,0,385379,5,0,0,1,0,1
16081,0,2,20,0,0,0,132213,5,0,0,1,1,1
16082,1,0,36,0,0,0,12730,5,0,0,0,0,0
16083,0,2,27,0,1,1,94571,4,0,0,0,0,0
16084,1,1,31,0,1,0,385379,5,0,0,0,0,1
16085,0,2,25,0,0,1,132213,5,0,0,0,0,1
16086,0,0,28,0,1,2,12730,5,1,2,2,0,0
16087,1,2,27,1,0,0,38252,3,0,0,1,0,0
16088,1,2,48,1,1,3,132213,5,1,1,1,0,1
16089,0,2,40,0,1,5,132213,5,0,0,0,0,1
16090,0,2,33,1,1,3,94571,4,0,0,0,0,0
16091,0,1,23,0,0,1,385379,5,0,0,0,0,1
16092,0,2,30,0,1,5,38252,3,0,0,0,0,0
16093,1,1,19,0,1,4,385379,5,1,1,2,0,1
16094,1,1,30,1,1,3,203437,4,1,4,1,0,1
16095,0,2,40,0,1,3,132213,5,1,3,1,1,1
16096,0,2,24,0,0,1,10454,2,0,0,0,0,0
16097,1,0,37,0,1,1,5455,2,0,0,0,0,0
16098,0,1,37,0,1,0,385379,5,0,0,0,0,1
16099,0,2,34,1,1,5,132213,5,0,0,1,1,1
16100,0,2,49,0,0,0,132213,5,0,0,0,0,1
16101,0,1,37,0,1,3,203437,4,1,3,1,0,1
16102,0,2,21,0,0,0,94571,4,0,0,1,1,0
16103,0,2,41,1,1,1,38252,3,0,0,0,0,0
16104,0,2,28,1,1,4,132213,5,0,0,0,0,1
16105,0,1,45,0,0,1,203437,4,0,0,2,1,1
16106,1,2,36,1,1,4,38252,3,0,0,0,0,0
16107,1,2,44,1,1,0,10454,2,0,0,0,0,0
16108,0,2,31,0,0,0,132213,5,0,0,0,0,1
16109,1,2,44,0,1,2,38252,3,0,0,1,0,0
16110,1,1,36,1,1,4,385379,5,0,0,1,1,1
16111,0,2,21,0,1,5,132213,5,0,0,0,0,1
16112,0,1,44,1,1,4,24261,3,1,3,2,0,0
16113,1,2,46,1,1,3,132213,5,0,0,0,0,1
16114,0,2,41,0,1,3,94571,4,0,0,0,0,0
16115,1,2,21,0,1,4,132213,5,1,3,1,0,1
16116,1,1,41,0,1,5,385379,5,0,0,0,0,1
16117,0,1,43,1,1,1,203437,4,0,0,0,0,1
16118,1,2,45,0,1,2,132213,5,1,2,1,1,1
16119,1,2,44,1,1,2,10454,2,1,2,2,1,0
16120,0,1,30,1,0,1,385379,5,1,4,1,1,1
16121,0,2,49,0,1,1,132213,5,0,0,0,0,1
16122,1,2,45,0,1,1,94571,4,0,0,0,0,0
16123,0,0,38,1,1,1,6959,3,0,0,0,0,0
16124,0,1,25,1,1,3,385379,5,1,4,1,1,1
16125,0,1,43,1,0,1,385379,5,1,2,3,1,1
16126,0,2,48,0,0,1,132213,5,0,0,0,0,1
16127,0,0,42,1,1,2,12730,5,1,4,1,0,0
16128,0,1,26,1,1,1,24261,3,1,3,2,0,0
16129,1,1,27,1,1,5,203437,4,1,4,1,1,1
16130,0,2,32,1,1,0,132213,5,0,0,0,0,1
16131,1,2,23,0,0,0,132213,5,1,4,1,1,1
16132,1,2,48,1,1,4,94571,4,0,0,2,1,0
16133,0,2,39,0,1,1,10454,2,1,2,2,1,0
16134,0,2,37,0,0,1,10454,2,0,0,0,0,0
16135,0,1,39,0,1,0,385379,5,0,0,0,0,1
16136,0,1,34,0,1,4,385379,5,0,0,1,0,1
16137,0,2,42,1,0,1,132213,5,0,0,0,0,1
16138,0,2,30,0,1,2,10454,2,0,0,0,0,0
16139,0,2,39,0,1,3,38252,3,0,0,0,0,0
16140,1,2,22,0,1,3,38252,3,0,0,0,0,0
16141,0,1,26,1,0,1,385379,5,0,0,0,0,1
16142,0,1,25,1,1,2,385379,5,0,0,1,0,1
16143,0,1,33,1,1,2,385379,5,0,0,0,0,1
16144,0,2,48,1,0,0,94571,4,1,1,1,0,0
16145,1,0,48,0,1,5,6959,3,0,0,2,1,0
16146,0,2,24,0,0,0,38252,3,0,0,0,0,0
16147,0,2,23,1,0,0,38252,3,0,0,2,0,0
16148,0,2,32,0,1,4,132213,5,0,0,0,0,1
16149,0,1,39,1,0,0,385379,5,0,0,0,0,1
16150,0,2,31,1,0,1,132213,5,0,0,0,0,1
16151,0,2,28,1,0,0,132213,5,1,4,2,0,1
16152,0,1,36,1,1,1,385379,5,0,0,0,0,1
16153,0,2,47,1,1,1,94571,4,1,3,1,0,0
16154,0,2,49,0,0,0,132213,5,0,0,1,0,1
16155,0,2,22,1,0,1,38252,3,0,0,1,0,0
16156,0,1,26,1,0,0,203437,4,1,4,1,0,1
16157,0,1,42,0,1,1,24261,3,1,1,1,1,0
16158,1,0,29,1,1,2,5455,2,1,3,2,0,0
16159,0,1,35,1,0,1,385379,5,0,0,0,0,1
16160,1,0,36,1,1,1,12730,5,1,3,2,0,0
16161,1,1,39,0,1,5,385379,5,0,0,1,0,1
16162,1,2,43,0,1,4,94571,4,0,0,0,0,0
16163,0,1,44,0,1,2,24261,3,0,0,1,1,0
16164,1,0,29,1,0,0,5455,2,0,0,0,0,0
16165,0,0,34,0,1,0,12730,5,0,0,1,1,0
16166,1,2,30,1,1,3,38252,3,0,0,2,1,0
16167,0,2,31,1,1,4,94571,4,1,1,3,0,0
16168,1,1,45,1,0,0,99468,2,0,0,1,1,0
16169,0,2,34,0,1,0,132213,5,0,0,1,0,1
16170,0,1,41,0,0,1,24261,3,1,1,4,0,0
16171,0,2,44,1,1,4,132213,5,0,0,0,0,1
16172,1,2,39,1,1,3,38252,3,0,0,0,0,0
16173,0,2,19,0,0,1,132213,5,0,0,0,0,1
16174,0,2,49,1,1,1,94571,4,1,4,2,0,0
16175,0,1,34,1,0,0,203437,4,1,4,1,0,1
16176,0,2,33,1,1,2,132213,5,0,0,0,0,1
16177,0,2,24,0,0,1,132213,5,0,0,2,0,1
16178,0,1,30,1,1,3,385379,5,1,2,1,1,1
16179,0,1,26,1,0,0,24261,3,0,0,0,0,0
16180,0,1,25,0,0,1,203437,4,1,4,1,0,1
16181,1,1,20,0,0,1,99468,2,0,0,0,0,0
16182,1,2,30,1,1,5,132213,5,0,0,0,0,1
16183,1,1,39,1,1,3,203437,4,1,3,1,0,1
16184,0,2,32,1,0,0,38252,3,1,1,1,1,0
16185,0,1,34,0,1,2,385379,5,0,0,0,0,1
16186,0,2,29,1,1,5,38252,3,0,0,1,1,0
16187,0,2,38,0,1,4,132213,5,0,0,0,0,1
16188,1,2,27,1,1,1,94571,4,0,0,0,0,0
16189,0,2,28,1,0,1,38252,3,0,0,0,0,0
16190,0,1,35,1,1,3,385379,5,0,0,1,0,1
